id,dane_code,type_of_structure,year_of_incident,amount,source_id
1,54820,VIAS PUBLICAS,2024,1,37
2,05790,VIAS PUBLICAS,2024,1,37
3,05887,VIAS PUBLICAS,2024,1,37
4,76364,VIAS PUBLICAS,2024,1,37
5,05113,VIAS PUBLICAS,2024,1,37
6,05120,VIAS PUBLICAS,2024,1,37
7,05284,VIAS PUBLICAS,2024,1,37
8,27099,VIAS PUBLICAS,2024,1,37
9,05854,VIAS PUBLICAS,2024,1,37
10,27745,VIAS PUBLICAS,2024,1,37
11,76364,VIAS PUBLICAS,2024,1,37
12,05113,VIAS PUBLICAS,2024,2,37
13,50006,VIAS PUBLICAS,2024,1,37
14,05038,VIAS PUBLICAS,2024,1,37
15,95001,VIAS PUBLICAS,2024,1,37
16,50001,VIAS PUBLICAS,2024,1,37
17,05031,VIAS PUBLICAS,2024,1,37
18,27745,VIAS PUBLICAS,2024,1,37
19,05736,VIAS PUBLICAS,2024,1,37
20,05120,VIAS PUBLICAS,2024,1,37
21,05736,VIAS PUBLICAS,2024,1,37
22,05736,VIAS PUBLICAS,2024,1,37
23,05887,VIAS PUBLICAS,2023,1,37
24,50590,VIAS PUBLICAS,2023,1,37
25,50711,VIAS PUBLICAS,2023,1,37
26,27001,VIAS PUBLICAS,2023,2,37
27,05736,VIAS PUBLICAS,2023,1,37
28,05040,VIAS PUBLICAS,2023,1,37
29,05361,VIAS PUBLICAS,2023,1,37
30,50001,VIAS PUBLICAS,2023,1,37
31,05887,VIAS PUBLICAS,2023,1,37
32,05107,VIAS PUBLICAS,2023,1,37
33,27580,VIAS PUBLICAS,2023,1,37
34,27491,VIAS PUBLICAS,2023,1,37
35,05310,VIAS PUBLICAS,2023,1,37
36,27491,VIAS PUBLICAS,2023,1,37
37,76364,VIAS PUBLICAS,2022,1,37
38,13667,VIAS PUBLICAS,2022,1,37
39,13490,VIAS PUBLICAS,2022,1,37
40,13667,VIAS PUBLICAS,2022,1,37
41,76364,VIAS PUBLICAS,2022,1,37
42,08758,VIAS PUBLICAS,2022,1,37
43,13655,VIAS PUBLICAS,2022,1,37
44,47053,VIAS PUBLICAS,2022,1,37
45,47189,VIAS PUBLICAS,2022,1,37
46,47001,VIAS PUBLICAS,2022,1,37
47,70400,VIAS PUBLICAS,2022,1,37
48,13212,VIAS PUBLICAS,2022,1,37
49,70001,VIAS PUBLICAS,2022,1,37
50,70265,VIAS PUBLICAS,2022,1,37
51,47980,VIAS PUBLICAS,2022,1,37
52,70708,VIAS PUBLICAS,2022,1,37
53,70678,VIAS PUBLICAS,2022,1,37
54,70001,VIAS PUBLICAS,2022,1,37
55,70678,VIAS PUBLICAS,2022,1,37
56,13600,VIAS PUBLICAS,2022,1,37
57,70508,VIAS PUBLICAS,2022,1,37
58,05361,VIAS PUBLICAS,2022,1,37
59,70823,VIAS PUBLICAS,2022,1,37
60,54001,VIAS PUBLICAS,2022,1,37
61,05854,VIAS PUBLICAS,2022,1,37
62,47053,VIAS PUBLICAS,2022,1,37
63,47980,VIAS PUBLICAS,2022,1,37
64,47001,VIAS PUBLICAS,2022,1,37
65,05138,VIAS PUBLICAS,2022,1,37
66,05858,VIAS PUBLICAS,2022,1,37
67,27001,VIAS PUBLICAS,2022,1,37
68,05209,VIAS PUBLICAS,2022,1,37
69,18001,VIAS PUBLICAS,2022,1,37
70,70001,VIAS PUBLICAS,2022,1,37
71,13244,VIAS PUBLICAS,2022,1,37
72,70221,VIAS PUBLICAS,2022,1,37
73,70265,VIAS PUBLICAS,2022,1,37
74,70429,VIAS PUBLICAS,2022,1,37
75,70215,VIAS PUBLICAS,2022,1,37
76,05040,VIAS PUBLICAS,2022,1,37
77,05315,VIAS PUBLICAS,2022,1,37
78,05315,VIAS PUBLICAS,2022,1,37
79,20517,PUENTE,2022,1,37
80,54001,VIAS PUBLICAS,2022,1,37
81,68549,VIAS PUBLICAS,2022,1,37
82,47189,VIAS PUBLICAS,2022,1,37
83,47189,VIAS PUBLICAS,2022,1,37
84,95015,VIAS PUBLICAS,2022,1,37
85,76001,VIAS PUBLICAS,2022,1,37
86,70742,VIAS PUBLICAS,2022,1,37
87,76001,VIAS PUBLICAS,2022,1,37
88,76001,VIAS PUBLICAS,2022,1,37
89,50350,VIAS PUBLICAS,2022,1,37
90,19698,PUENTE,2021,1,37
91,76001,VIAS PUBLICAS,2021,1,37
92,81794,VIAS PUBLICAS,2021,1,37
93,05790,VIAS PUBLICAS,2020,1,37
94,17380,VIAS PUBLICAS,2020,1,37
95,18860,VIAS PUBLICAS,2020,1,37
96,18860,VIAS PUBLICAS,2020,2,37
97,81300,VIAS PUBLICAS,2020,1,37
98,19513,VIAS PUBLICAS,2020,1,37
99,76318,VIAS PUBLICAS,2020,1,37
100,95025,VIAS PUBLICAS,2020,1,37
101,19142,VIAS PUBLICAS,2020,1,37
102,25754,VIAS PUBLICAS,2020,1,37
103,81065,VIAS PUBLICAS,2020,1,37
104,76834,VIAS PUBLICAS,2020,2,37
105,81300,VIAS PUBLICAS,2020,1,37
106,63001,VIAS PUBLICAS,2020,1,37
107,81300,VIAS PUBLICAS,2020,1,37
108,11001,VIAS PUBLICAS,2020,1,37
109,86865,VIAS PUBLICAS,2020,1,37
110,18753,VIAS PUBLICAS,2020,1,37
111,19533,VIAS PUBLICAS,2020,1,37
112,86749,VIAS PUBLICAS,2020,1,37
113,95025,VIAS PUBLICAS,2020,1,37
114,27001,VIAS PUBLICAS,2020,1,37
115,05475,VIAS PUBLICAS,2020,1,37
116,81736,VIAS PUBLICAS,2020,1,37
117,54810,VIAS PUBLICAS,2020,1,37
118,25599,VIAS PUBLICAS,2020,1,37
119,76001,VIAS PUBLICAS,2020,1,37
120,86749,VIAS PUBLICAS,2020,1,37
121,54720,VIAS PUBLICAS,2020,1,37
122,13160,VIAS PUBLICAS,2020,1,37
123,05234,VIAS PUBLICAS,2020,1,37
124,18410,VIAS PUBLICAS,2020,1,37
125,52678,VIAS PUBLICAS,2020,1,37
126,81300,VIAS PUBLICAS,2020,1,37
127,81736,VIAS PUBLICAS,2020,1,37
128,95025,VIAS PUBLICAS,2020,1,37
129,19532,VIAS PUBLICAS,2020,1,37
130,50350,VIAS PUBLICAS,2020,1,37
131,76001,VIAS PUBLICAS,2020,1,37
132,19075,VIAS PUBLICAS,2020,1,37
133,27001,VIAS PUBLICAS,2020,1,37
134,52612,VIAS PUBLICAS,2020,1,37
135,54680,VIAS PUBLICAS,2020,1,37
136,81300,VIAS PUBLICAS,2020,1,37
137,11001,VIAS PUBLICAS,2020,1,37
138,27001,VIAS PUBLICAS,2020,1,37
139,19137,VIAS PUBLICAS,2020,1,37
140,11001,VIAS PUBLICAS,2020,1,37
141,05790,VIAS PUBLICAS,2020,1,37
142,27050,VIAS PUBLICAS,2020,1,37
143,19137,VIAS PUBLICAS,2020,1,37
144,23466,VIAS PUBLICAS,2020,1,37
145,23580,VIAS PUBLICAS,2020,1,37
146,19137,VIAS PUBLICAS,2020,1,37
147,81065,VIAS PUBLICAS,2020,1,37
148,19418,VIAS PUBLICAS,2020,1,37
149,54720,VIAS PUBLICAS,2020,1,37
150,76364,VIAS PUBLICAS,2020,1,37
151,54810,VIAS PUBLICAS,2020,1,37
152,76364,VIAS PUBLICAS,2020,1,37
153,76364,VIAS PUBLICAS,2020,1,37
154,05134,VIAS PUBLICAS,2020,1,37
155,17614,VIAS PUBLICAS,2020,1,37
156,76364,VIAS PUBLICAS,2020,1,37
157,95001,VIAS PUBLICAS,2020,1,37
158,19110,VIAS PUBLICAS,2020,1,37
159,81001,VIAS PUBLICAS,2020,1,37
160,81065,VIAS PUBLICAS,2020,1,37
161,27245,VIAS PUBLICAS,2020,1,37
162,05040,VIAS PUBLICAS,2020,1,37
163,81300,VIAS PUBLICAS,2020,1,37
164,81065,VIAS PUBLICAS,2020,1,37
165,95025,VIAS PUBLICAS,2020,1,37
166,54206,VIAS PUBLICAS,2020,1,37
167,73001,VIAS PUBLICAS,2020,1,37
168,95025,VIAS PUBLICAS,2020,1,37
169,95025,VIAS PUBLICAS,2020,1,37
170,18753,VIAS PUBLICAS,2020,1,37
171,95025,VIAS PUBLICAS,2020,1,37
172,81001,VIAS PUBLICAS,2020,1,37
173,95025,VIAS PUBLICAS,2020,1,37
174,81065,VIAS PUBLICAS,2020,1,37
175,81300,VIAS PUBLICAS,2020,1,37
176,95025,VIAS PUBLICAS,2020,1,37
177,81001,VIAS PUBLICAS,2020,1,37
178,05045,VIAS PUBLICAS,2020,1,37
179,81300,VIAS PUBLICAS,2020,1,37
180,05790,VIAS PUBLICAS,2020,1,37
181,52490,VIAS PUBLICAS,2020,1,37
182,81001,VIAS PUBLICAS,2020,1,37
183,27372,VIAS PUBLICAS,2020,1,37
184,76001,VIAS PUBLICAS,2019,1,37
185,19698,VIAS PUBLICAS,2019,1,37
186,76364,VIAS PUBLICAS,2019,1,37
187,81300,VIAS PUBLICAS,2019,1,37
188,76001,VIAS PUBLICAS,2019,1,37
189,20383,PUENTE,2018,1,37
190,20787,PUENTE,2018,1,37
191,85139,VIAS PUBLICAS,2018,1,37
192,76364,VIAS PUBLICAS,2018,1,37
193,20228,VIAS PUBLICAS,2018,1,37
194,20550,PUENTE,2018,1,37
195,95015,VIAS PUBLICAS,2017,1,37
196,95001,VIAS PUBLICAS,2017,1,37
197,20517,VIAS PUBLICAS,2017,1,37
198,11001,VIAS PUBLICAS,2017,1,37
199,81065,VIAS PUBLICAS,2016,1,37
200,54820,VIAS PUBLICAS,2016,1,37
201,81736,VIAS PUBLICAS,2016,1,37
202,85010,VIAS PUBLICAS,2016,1,37
203,81300,VIAS PUBLICAS,2016,1,37
204,20517,PUENTE,2016,1,37
205,05107,VIAS PUBLICAS,2015,1,37
206,44001,VIAS PUBLICAS,2015,1,37
207,95001,VIAS PUBLICAS,2015,1,37
208,05854,VIAS PUBLICAS,2015,1,37
209,19548,VIAS PUBLICAS,2015,1,37
210,41349,VIAS PUBLICAS,2015,1,37
211,50590,VIAS PUBLICAS,2015,1,37
212,50689,PUENTE,2015,1,37
213,50287,VIAS PUBLICAS,2015,1,37
214,19532,VIAS PUBLICAS,2015,1,37
215,54810,VIAS PUBLICAS,2015,1,37
216,76109,VIAS PUBLICAS,2015,1,37
217,19548,VIAS PUBLICAS,2015,1,37
218,52835,VIAS PUBLICAS,2015,1,37
219,50450,VIAS PUBLICAS,2015,1,37
220,19532,VIAS PUBLICAS,2015,1,37
221,52835,VIAS PUBLICAS,2015,1,37
222,19137,VIAS PUBLICAS,2014,1,37
223,19137,VIAS PUBLICAS,2014,1,37
224,05854,VIAS PUBLICAS,2014,1,37
225,52079,VIAS PUBLICAS,2014,1,37
226,86568,PUENTE,2014,1,37
227,86865,PUENTE,2014,1,37
228,50577,VIAS PUBLICAS,2014,1,37
229,05887,VIAS PUBLICAS,2014,1,37
230,81001,VIAS PUBLICAS,2014,1,37
231,11001,VIAS PUBLICAS,2014,1,37
232,81001,VIAS PUBLICAS,2014,1,37
233,86568,PUENTE,2014,1,37
234,19137,VIAS PUBLICAS,2014,1,37
235,11001,VIAS PUBLICAS,2014,1,37
236,05890,VIAS PUBLICAS,2014,1,37
237,05819,VIAS PUBLICAS,2014,1,37
238,52079,PUENTE,2014,1,37
239,95001,VIAS PUBLICAS,2014,1,37
240,50450,VIAS PUBLICAS,2014,1,37
241,81001,VIAS PUBLICAS,2014,1,37
242,50683,VIAS PUBLICAS,2014,1,37
243,05854,VIAS PUBLICAS,2014,1,37
244,91001,VIAS PUBLICAS,2014,1,37
245,52835,VIAS PUBLICAS,2014,1,37
246,86568,VIAS PUBLICAS,2014,1,37
247,19698,VIAS PUBLICAS,2014,1,37
248,91001,VIAS PUBLICAS,2014,1,37
249,81001,VIAS PUBLICAS,2014,1,37
250,81736,VIAS PUBLICAS,2014,1,37
251,52835,VIAS PUBLICAS,2014,1,37
252,05361,VIAS PUBLICAS,2013,1,37
253,05107,VIAS PUBLICAS,2013,1,37
254,44855,VIAS PUBLICAS,2013,1,37
255,52835,VIAS PUBLICAS,2013,1,37
256,52835,VIAS PUBLICAS,2013,1,37
257,52835,VIAS PUBLICAS,2013,1,37
258,19455,VIAS PUBLICAS,2013,1,37
259,81001,VIAS PUBLICAS,2013,1,37
260,76834,VIAS PUBLICAS,2013,1,37
261,41298,VIAS PUBLICAS,2013,1,37
262,19698,PUENTE,2013,1,37
263,44078,PUENTE,2013,1,37
264,19698,VIAS PUBLICAS,2013,1,37
265,41132,PUENTE,2013,1,37
266,19698,VIAS PUBLICAS,2013,1,37
267,05001,VIAS PUBLICAS,2013,1,37
268,54720,VIAS PUBLICAS,2013,1,37
269,68162,VIAS PUBLICAS,2013,1,37
270,54245,VIAS PUBLICAS,2013,1,37
271,19256,VIAS PUBLICAS,2013,1,37
272,81794,VIAS PUBLICAS,2013,1,37
273,54245,VIAS PUBLICAS,2013,1,37
274,54206,VIAS PUBLICAS,2013,1,37
275,54206,VIAS PUBLICAS,2013,1,37
276,41298,PUENTE,2013,1,37
277,52835,VIAS PUBLICAS,2013,1,37
278,81065,VIAS PUBLICAS,2013,1,37
279,19142,VIAS PUBLICAS,2013,1,37
280,81794,VIAS PUBLICAS,2013,1,37
281,52835,VIAS PUBLICAS,2013,1,37
282,19050,VIAS PUBLICAS,2013,1,37
283,19256,VIAS PUBLICAS,2013,1,37
284,19809,PUENTE,2013,1,37
285,54250,VIAS PUBLICAS,2013,1,37
286,54250,VIAS PUBLICAS,2013,1,37
287,81065,VIAS PUBLICAS,2013,1,37
288,81736,VIAS PUBLICAS,2013,1,37
289,54206,VIAS PUBLICAS,2013,1,37
290,19318,VIAS PUBLICAS,2012,1,37
291,76364,VIAS PUBLICAS,2012,1,37
292,41001,VIAS PUBLICAS,2012,1,37
293,05736,VIAS PUBLICAS,2012,1,37
294,52354,VIAS PUBLICAS,2012,1,37
295,05686,VIAS PUBLICAS,2012,1,37
296,52835,VIAS PUBLICAS,2012,1,37
297,76563,VIAS PUBLICAS,2012,1,37
298,05628,VIAS PUBLICAS,2012,1,37
299,76233,VIAS PUBLICAS,2012,1,37
300,81736,VIAS PUBLICAS,2012,1,37
301,81736,VIAS PUBLICAS,2012,1,37
302,05361,VIAS PUBLICAS,2012,1,37
303,19532,VIAS PUBLICAS,2012,1,37
304,05647,VIAS PUBLICAS,2012,1,37
305,76001,VIAS PUBLICAS,2012,1,37
306,76109,VIAS PUBLICAS,2012,1,37
307,73168,VIAS PUBLICAS,2012,1,37
308,52835,VIAS PUBLICAS,2012,1,37
309,52835,VIAS PUBLICAS,2012,1,37
310,52835,VIAS PUBLICAS,2012,1,37
311,19548,PUENTE,2012,1,37
312,05234,VIAS PUBLICAS,2012,1,37
313,05647,VIAS PUBLICAS,2012,1,37
314,81794,VIAS PUBLICAS,2012,1,37
315,76001,VIAS PUBLICAS,2012,1,37
316,52835,VIAS PUBLICAS,2012,1,37
317,18592,PUENTE,2012,2,37
318,52390,VIAS PUBLICAS,2012,1,37
319,05819,VIAS PUBLICAS,2012,1,37
320,05736,VIAS PUBLICAS,2012,1,37
321,52678,VIAS PUBLICAS,2012,1,37
322,50001,VIAS PUBLICAS,2012,1,37
323,52612,VIAS PUBLICAS,2012,1,37
324,19137,PUENTE,2012,1,37
325,19698,PUENTE,2012,1,37
326,50001,VIAS PUBLICAS,2012,1,37
327,05790,VIAS PUBLICAS,2012,1,37
328,52621,VIAS PUBLICAS,2012,1,37
329,52835,VIAS PUBLICAS,2012,1,37
330,05361,VIAS PUBLICAS,2012,1,37
331,76001,VIAS PUBLICAS,2012,1,37
332,05628,PUENTE,2012,1,37
333,05854,VIAS PUBLICAS,2012,1,37
334,05854,VIAS PUBLICAS,2012,1,37
335,50590,VIAS PUBLICAS,2012,1,37
336,05895,VIAS PUBLICAS,2012,1,37
337,52585,VIAS PUBLICAS,2012,1,37
338,05895,VIAS PUBLICAS,2012,1,37
339,19212,VIAS PUBLICAS,2012,1,37
340,52678,VIAS PUBLICAS,2012,1,37
341,19212,VIAS PUBLICAS,2012,1,37
342,50711,VIAS PUBLICAS,2012,1,37
343,05001,VIAS PUBLICAS,2012,1,37
344,11001,VIAS PUBLICAS,2012,1,37
345,05361,VIAS PUBLICAS,2012,1,37
346,05107,VIAS PUBLICAS,2012,1,37
347,19001,VIAS PUBLICAS,2012,1,37
348,05315,VIAS PUBLICAS,2012,1,37
349,19256,VIAS PUBLICAS,2012,1,37
350,05107,VIAS PUBLICAS,2012,1,37
351,05495,VIAS PUBLICAS,2012,1,37
352,19050,VIAS PUBLICAS,2012,1,37
353,52838,VIAS PUBLICAS,2012,1,37
354,05790,VIAS PUBLICAS,2012,1,37
355,50370,VIAS PUBLICAS,2012,1,37
356,76233,VIAS PUBLICAS,2012,1,37
357,05854,VIAS PUBLICAS,2012,1,37
358,05790,VIAS PUBLICAS,2012,1,37
359,05790,VIAS PUBLICAS,2012,1,37
360,19137,VIAS PUBLICAS,2012,1,37
361,52079,VIAS PUBLICAS,2012,1,37
362,52678,VIAS PUBLICAS,2012,1,37
363,19212,VIAS PUBLICAS,2012,1,37
364,19212,VIAS PUBLICAS,2012,1,37
365,76001,VIAS PUBLICAS,2012,1,37
366,50400,VIAS PUBLICAS,2012,1,37
367,19050,VIAS PUBLICAS,2012,1,37
368,05819,VIAS PUBLICAS,2012,1,37
369,05361,VIAS PUBLICAS,2012,1,37
370,05361,VIAS PUBLICAS,2012,1,37
371,50251,VIAS PUBLICAS,2012,1,37
372,05736,VIAS PUBLICAS,2012,1,37
373,05790,VIAS PUBLICAS,2012,1,37
374,54250,VIAS PUBLICAS,2012,1,37
375,54810,VIAS PUBLICAS,2012,1,37
376,05040,VIAS PUBLICAS,2011,1,37
377,05893,VIAS PUBLICAS,2011,1,37
378,05854,VIAS PUBLICAS,2011,1,37
379,05854,VIAS PUBLICAS,2011,1,37
380,73555,VIAS PUBLICAS,2011,1,37
381,05615,VIAS PUBLICAS,2011,1,37
382,50001,VIAS PUBLICAS,2011,2,37
383,05190,VIAS PUBLICAS,2011,1,37
384,05361,VIAS PUBLICAS,2011,1,37
385,05854,VIAS PUBLICAS,2011,1,37
386,05154,VIAS PUBLICAS,2011,1,37
387,05887,VIAS PUBLICAS,2011,1,37
388,05819,VIAS PUBLICAS,2011,1,37
389,05040,VIAS PUBLICAS,2011,1,37
390,05647,VIAS PUBLICAS,2011,1,37
391,05887,VIAS PUBLICAS,2011,1,37
392,41001,VIAS PUBLICAS,2011,1,37
393,05686,VIAS PUBLICAS,2011,1,37
394,19001,VIAS PUBLICAS,2011,1,37
395,05120,VIAS PUBLICAS,2011,1,37
396,50711,VIAS PUBLICAS,2011,1,37
397,50001,VIAS PUBLICAS,2011,1,37
398,05042,VIAS PUBLICAS,2011,1,37
399,05647,VIAS PUBLICAS,2011,1,37
400,05361,VIAS PUBLICAS,2011,1,37
401,73168,VIAS PUBLICAS,2011,1,37
402,05001,VIAS PUBLICAS,2011,1,37
403,41001,VIAS PUBLICAS,2011,1,37
404,05819,VIAS PUBLICAS,2011,1,37
405,05315,VIAS PUBLICAS,2011,1,37
406,73168,VIAS PUBLICAS,2011,1,37
407,50711,VIAS PUBLICAS,2011,1,37
408,50001,VIAS PUBLICAS,2011,1,37
409,81794,VIAS PUBLICAS,2011,1,37
410,05315,PUENTE,2011,1,37
411,50330,VIAS PUBLICAS,2011,1,37
412,76001,VIAS PUBLICAS,2011,1,37
413,11001,VIAS PUBLICAS,2011,1,37
414,54670,VIAS PUBLICAS,2010,1,37
415,54670,VIAS PUBLICAS,2010,1,37
416,54206,VIAS PUBLICAS,2010,1,37
417,54810,PUENTE,2010,1,37
418,19300,VIAS PUBLICAS,2010,1,37
419,95001,VIAS PUBLICAS,2010,1,37
420,81794,VIAS PUBLICAS,2010,1,37
421,81736,VIAS PUBLICAS,2010,1,37
422,41357,VIAS PUBLICAS,2010,1,37
423,52001,VIAS PUBLICAS,2010,1,37
424,85001,VIAS PUBLICAS,2010,1,37
425,41078,VIAS PUBLICAS,2010,1,37
426,05154,VIAS PUBLICAS,2010,1,37
427,41001,VIAS PUBLICAS,2010,1,37
428,52683,VIAS PUBLICAS,2010,1,37
429,05819,VIAS PUBLICAS,2010,1,37
430,50711,VIAS PUBLICAS,2010,1,37
431,73168,VIAS PUBLICAS,2010,1,37
432,05040,VIAS PUBLICAS,2010,1,37
433,05040,VIAS PUBLICAS,2010,1,37
434,81736,VIAS PUBLICAS,2010,1,37
435,52678,VIAS PUBLICAS,2010,1,37
436,73555,VIAS PUBLICAS,2010,1,37
437,52678,VIAS PUBLICAS,2010,1,37
438,05854,VIAS PUBLICAS,2010,1,37
439,19001,VIAS PUBLICAS,2010,1,37
440,81794,VIAS PUBLICAS,2010,1,37
441,05315,VIAS PUBLICAS,2010,1,37
442,17001,VIAS PUBLICAS,2010,1,37
443,41001,VIAS PUBLICAS,2010,1,37
444,50370,VIAS PUBLICAS,2010,1,37
445,05819,VIAS PUBLICAS,2010,1,37
446,05790,VIAS PUBLICAS,2010,1,37
447,19318,VIAS PUBLICAS,2010,1,37
448,50711,VIAS PUBLICAS,2010,1,37
449,17001,VIAS PUBLICAS,2010,1,37
450,86571,VIAS PUBLICAS,2010,1,37
451,54206,VIAS PUBLICAS,2010,1,37
452,54344,VIAS PUBLICAS,2010,1,37
453,05154,VIAS PUBLICAS,2010,1,37
454,52250,VIAS PUBLICAS,2010,1,37
455,76109,VIAS PUBLICAS,2010,1,37
456,05154,VIAS PUBLICAS,2010,1,37
457,54250,VIAS PUBLICAS,2010,1,37
458,86571,VIAS PUBLICAS,2010,1,37
459,05315,VIAS PUBLICAS,2010,1,37
460,52678,VIAS PUBLICAS,2010,1,37
461,19698,VIAS PUBLICAS,2010,1,37
462,41001,VIAS PUBLICAS,2010,1,37
463,05001,VIAS PUBLICAS,2010,1,37
464,50590,VIAS PUBLICAS,2010,1,37
465,76109,VIAS PUBLICAS,2010,1,37
466,50683,VIAS PUBLICAS,2009,1,37
467,50577,VIAS PUBLICAS,2009,1,37
468,50370,VIAS PUBLICAS,2009,1,37
469,52678,VIAS PUBLICAS,2009,1,37
470,41524,VIAS PUBLICAS,2009,1,37
471,05154,VIAS PUBLICAS,2009,1,37
472,50590,VIAS PUBLICAS,2009,1,37
473,50370,VIAS PUBLICAS,2009,1,37
474,76109,VIAS PUBLICAS,2009,1,37
475,18753,VIAS PUBLICAS,2009,1,37
476,05120,VIAS PUBLICAS,2009,1,37
477,50711,VIAS PUBLICAS,2009,1,37
478,18460,VIAS PUBLICAS,2009,1,37
479,50683,VIAS PUBLICAS,2009,1,37
480,50370,VIAS PUBLICAS,2009,1,37
481,52565,VIAS PUBLICAS,2009,1,37
482,08001,VIAS PUBLICAS,2009,1,37
483,05120,VIAS PUBLICAS,2009,1,37
484,05790,VIAS PUBLICAS,2009,1,37
485,68101,VIAS PUBLICAS,2009,1,37
486,17662,VIAS PUBLICAS,2009,1,37
487,95001,VIAS PUBLICAS,2009,1,37
488,50330,VIAS PUBLICAS,2009,1,37
489,50590,VIAS PUBLICAS,2009,1,37
490,50711,VIAS PUBLICAS,2009,1,37
491,50370,VIAS PUBLICAS,2009,1,37
492,95200,VIAS PUBLICAS,2009,1,37
493,50330,VIAS PUBLICAS,2009,1,37
494,41001,VIAS PUBLICAS,2009,1,37
495,95015,VIAS PUBLICAS,2009,1,37
496,50711,VIAS PUBLICAS,2009,1,37
497,18150,VIAS PUBLICAS,2009,1,37
498,50711,VIAS PUBLICAS,2009,1,37
499,50711,VIAS PUBLICAS,2009,1,37
500,18256,VIAS PUBLICAS,2009,1,37
501,50711,VIAS PUBLICAS,2009,1,37
502,17174,VIAS PUBLICAS,2009,1,37
503,18150,VIAS PUBLICAS,2009,1,37
504,19548,VIAS PUBLICAS,2009,1,37
505,18753,VIAS PUBLICAS,2009,1,37
506,27001,VIAS PUBLICAS,2009,1,37
507,19130,VIAS PUBLICAS,2009,1,37
508,54810,PUENTE,2009,1,37
509,81794,VIAS PUBLICAS,2009,1,37
510,81794,VIAS PUBLICAS,2009,1,37
511,50711,VIAS PUBLICAS,2009,1,37
512,50330,VIAS PUBLICAS,2009,1,37
513,05854,VIAS PUBLICAS,2009,1,37
514,50001,VIAS PUBLICAS,2009,1,37
515,19142,VIAS PUBLICAS,2009,1,37
516,18150,VIAS PUBLICAS,2009,1,37
517,41001,VIAS PUBLICAS,2009,1,37
518,18610,VIAS PUBLICAS,2009,1,37
519,50711,VIAS PUBLICAS,2009,1,37
520,54344,VIAS PUBLICAS,2009,1,37
