id,codigodane,numerodesolicitantes,source_id
1131,68160,1,119
1132,68160,0,119
1133,68162,3,119
1134,68162,7,119
1135,68167,5,119
1136,68169,7,119
1137,68176,8,119
1138,68176,4,119
1139,68179,1,119
1140,68179,1,119
1141,68190,3,119
1142,68207,10,119
1143,68207,12,119
1144,68209,1,119
1145,68211,1,119
1146,68217,4,119
1147,68229,0,119
1148,68235,155,119
1149,68245,2,119
1150,68245,1,119
1151,68250,46,119
1152,68250,57,119
1153,68255,56,119
1154,68264,2,119
1155,68264,1,119
1156,68266,3,119
1157,68271,4,119
1158,68271,3,119
1159,68276,12,119
1160,68276,7,119
1161,68296,4,119
1162,68296,4,119
1163,68298,5,119
1164,68298,1,119
1165,68307,52,119
1166,68307,44,119
1167,68307,1,119
1168,68318,4,119
1169,68320,2,119
1170,68324,1,119
1171,68324,2,119
1172,68327,1,119
1173,68344,7,119
1174,68344,2,119
1175,68368,2,119
1176,68368,2,119
1177,68377,13,119
1178,68397,10,119
1179,68397,5,119
1180,68418,2,119
1181,68418,3,119
1182,68425,11,119
1183,68432,4,119
1184,68432,7,119
1185,68444,45,119
1186,68464,6,119
1187,68464,6,119
1188,68468,3,119
1189,68468,3,119
1190,68500,5,119
1191,68500,2,119
1192,68502,3,119
1193,68533,1,119
1194,68547,23,119
1195,68572,1,119
1196,68572,4,119
1197,68575,89,119
1198,68575,16,119
1199,68669,10,119
1200,68673,2,119
1201,68679,3,119
1202,68679,1,119
1203,68682,2,119
1204,68682,1,119
1205,68684,1,119
1206,68686,17,119
1207,68686,9,119
1208,68689,1,119
1209,68689,1,119
1210,68705,2,119
1211,68720,15,119
1212,68755,1,119
1213,68755,1,119
1214,68770,11,119
1215,68773,16,119
1216,68773,18,119
1217,68780,25,119
1218,68780,9,119
1219,68820,8,119
1220,68855,1,119
1221,68872,2,119
1222,68895,25,119
1223,68895,16,119
1224,70110,4,119
1225,70124,4,119
1226,70124,1,119
1227,70230,91,119
1228,70221,1,119
1229,70265,17,119
1230,70265,14,119
1231,70400,2,119
1232,70400,3,119
1233,70429,57,119
1234,70429,31,119
1235,70523,4,119
1236,70670,5,119
1237,70670,2,119
1238,70670,2,119
1239,70678,26,119
1240,70702,12,119
1241,70702,6,119
1242,70708,16,119
1243,70708,12,119
1244,70717,30,119
1245,70820,13,119
1246,70742,29,119
1247,70742,13,119
1248,70001,61,119
1249,70771,23,119
1250,70823,89,119
1251,70823,37,119
1252,73024,22,119
1253,73024,17,119
1254,73026,54,119
1255,73030,46,119
1256,73030,26,119
1257,73043,99,119
1258,73055,19,119
1259,73124,51,119
1260,73148,2,119
1261,73148,1,119
1262,73152,38,119
1263,73200,1,119
1264,73200,2,119
1265,73217,140,119
1266,73226,59,119
1267,73226,2,119
1268,73268,2,119
1269,73268,0,119
1270,73270,24,119
1271,73275,1,119
1272,73275,1,119
1273,73275,1,119
1274,73283,44,119
1275,73283,29,119
1276,73319,9,119
1277,73319,5,119
1278,73347,31,119
1279,73347,24,119
1280,73347,1,119
1281,73349,7,119
1282,73349,8,119
1283,73001,1,119
1284,73411,197,119
1285,73443,24,119
1286,73449,6,119
1287,73461,11,119
1288,73461,27,119
1289,73504,1,119
1290,73520,28,119
1291,73520,21,119
1292,73585,32,119
1293,73585,18,119
1294,73671,2,119
1295,73671,1,119
1296,73675,4,119
1297,73678,56,119
1298,73678,26,119
1299,73686,27,119
1300,73686,20,119
1301,73770,2,119
1302,73770,5,119
1303,73854,72,119
1304,73854,88,119
1305,73861,80,119
1306,73861,57,119
1307,73873,85,119
1308,73873,54,119
1309,73873,1,119
1310,76020,3,119
1311,76020,6,119
1312,76036,10,119
1313,76036,4,119
1314,76041,5,119
1315,76041,10,119
1316,76054,5,119
1317,76054,2,119
1318,76109,1,119
1319,76109,5,119
1320,76113,178,119
1321,76113,116,119
1322,76122,5,119
1323,76126,52,119
1324,76126,1,119
1325,76130,4,119
1326,76130,7,119
1327,76147,6,119
1328,76243,15,119
1329,76243,15,119
1330,76246,25,119
1331,76246,17,119
1332,76248,18,119
1333,76250,57,119
1334,76275,39,119
1335,76275,31,119
1336,76275,1,119
1337,76306,32,119
1338,76306,14,119
1339,76306,0,119
1340,76318,11,119
1341,76318,9,119
1342,76111,3,119
1343,76364,3,119
1344,76364,3,119
1345,76377,28,119
1346,76400,5,119
1347,76403,1,119
1348,76403,4,119
1349,76520,87,119
1350,76520,46,119
1351,76563,63,119
1352,76563,65,119
1353,76563,3,119
1354,76606,12,119
1355,76606,13,119
1356,76606,1,119
1357,76622,25,119
1358,76670,34,119
1359,76670,40,119
1360,76736,1,119
1361,76823,3,119
1362,76823,13,119
1363,76845,3,119
1364,76845,4,119
1365,76863,8,119
1366,76863,8,119
1367,76869,10,119
1368,76869,7,119
1369,76890,9,119
1370,76890,8,119
1371,76892,5,119
1372,76895,14,119
1373,76895,9,119
1374,97511,5,119
1375,97511,8,119
1376,97666,1,119
1377,97666,1,119
1378,97889,1,119
1379,99773,1,119
1380,99773,1,119
1381,99524,1,119
1382,99524,1,119
1383,99001,4,119
1384,99001,1,119
1385,44001,148,119
1386,08832,42,119
1387,44279,18,119
1388,13873,84,119
1389,50400,85,119
1390,44378,12,119
1391,50450,1,119
1392,68770,8,119
1393,05284,98,119
1394,27425,23,119
1395,15377,25,119
1396,99624,21,119
1397,68266,2,119
1398,20383,393,119
1399,70771,38,119
1400,13042,67,119
1401,70233,16,119
1402,25245,4,119
1403,05576,10,119
1404,50313,53,119
1405,47258,72,119
1406,44035,14,119
1407,68147,8,119
1408,05858,58,119
1409,05576,8,119
1410,70215,6,119
1411,68385,58,119
1412,05480,375,119
1413,73043,75,119
1414,05792,11,119
1415,44378,11,119
1416,76233,4,119
1417,54261,97,119
1418,73555,267,119
1419,70713,2,119
1420,52678,46,119
1421,19785,36,119
1422,18029,18,119
1423,19100,167,119
1424,05308,20,119
1425,52110,43,119
1426,41799,33,119
1427,17614,48,119
1428,19392,58,119
1429,05107,52,119
1430,25662,17,119
1431,94001,8,119
1432,73671,8,119
1433,13838,21,119
1434,41483,23,119
1435,15572,47,119
1436,13030,19,119
1437,66088,29,119
1438,68615,95,119
1439,52079,146,119
1440,44078,89,119
1441,41357,29,119
1442,41770,27,119
1443,85440,15,119
1444,68861,5,119
1445,54051,31,119
1446,54385,70,119
1447,52699,39,119
1448,25843,4,119
1449,94886,1,119
1450,85300,23,119
1451,86755,31,119
1452,63302,14,119
1453,47058,65,119
1454,27025,13,119
1455,05040,50,119
1456,85440,20,119
1457,41503,6,119
1458,81591,29,119
1459,13473,119,119
1460,19780,52,119
1461,19300,4,119
1462,13836,20,119
1463,68318,8,119
1464,44098,17,119
1465,20550,178,119
1466,05670,125,119
1467,25438,76,119
1468,41483,24,119
1469,73563,59,119
1470,73408,59,119
1471,25718,17,119
1472,23001,3,119
1473,17050,8,119
1474,41548,2,119
1475,13657,132,119
1476,47189,332,119
1477,23090,67,119
1478,70678,68,119
1479,18785,87,119
1480,41306,42,119
1481,20770,173,119
1482,05310,13,119
1483,05887,47,119
1484,70508,2,119
1485,05761,8,119
1486,05250,485,119
1487,27073,59,119
1488,05736,83,119
1489,76497,15,119
1490,13744,99,119
1491,13006,93,119
1492,25718,8,119
1493,20383,155,119
1494,05854,67,119
1495,52573,8,119
1496,85263,48,119
1497,54720,1,119
1498,73270,19,119
1499,41006,66,119
1500,05480,1,119
1501,05120,537,119
1502,25754,37,119
1503,05467,207,119
1504,52621,93,119
1505,76622,17,119
1506,13001,27,119
1507,41770,9,119
1508,94884,3,119
1509,18256,56,119
1510,91001,8,119
1511,25658,3,119
1512,85250,57,119
1513,50689,114,119
1514,05660,202,119
1515,54800,74,119
1516,13001,139,119
1517,19355,32,119
1518,18094,56,119
1519,73870,67,119
1520,23068,1,119
1521,15531,10,119
1522,18860,103,119
1523,73026,1,119
1524,05628,20,119
1525,15533,14,119
1526,52385,60,119
1527,70473,125,119
1528,76497,20,119
1529,70215,35,119
1530,25885,145,119
1531,41206,40,119
1532,52203,41,119
1533,41530,7,119
1534,68101,55,119
1535,23678,6,119
1536,18247,61,119
1537,73001,127,119
1538,05483,115,119
1539,47170,109,119
1540,50350,210,119
1541,05579,37,119
1542,05604,102,119
1543,73168,3,119
1544,47053,321,119
1545,05665,168,119
1546,68669,3,119
1547,52110,37,119
1548,50450,106,119
1549,05579,44,119
1550,50325,2,119
1551,50577,166,119
1552,23417,11,119
1553,05234,288,119
1554,70473,345,119
1555,54498,81,119
1556,17433,23,119
1557,05172,205,119
1558,19355,67,119
1559,76400,15,119
1560,50577,225,119
1561,76111,90,119
1562,25286,4,119
1563,19100,2,119
1564,95015,80,119
1565,52612,67,119
1566,70418,122,119
1567,27150,2,119
1568,05660,170,119
1569,19212,51,119
1570,52399,158,119
1571,73236,110,119
1572,86865,946,119
1573,76736,53,119
1574,50573,139,119
1575,73124,25,119
1576,76122,1,119
1577,54670,62,119
1578,05250,451,119
1579,13160,74,119
1580,73870,82,119
1581,50330,294,119
1582,18479,33,119
1583,47053,183,119
1584,23682,190,119
1585,05490,2,119
1586,85225,35,119
1587,85430,39,119
1588,25513,37,119
1589,17541,282,119
1590,05138,69,119
1591,13657,1,119
1592,52256,183,119
1593,76377,23,119
1594,05313,465,119
1595,13442,155,119
1596,73217,102,119
1597,54206,75,119
1598,19622,76,119
1599,05736,62,119
1600,68406,94,119
1601,85230,91,119
1602,20770,219,119
1603,05034,17,119
1604,13001,48,119
1605,18610,91,119
1606,70820,26,119
1607,68502,5,119
1608,76147,20,119
1609,20787,109,119
1610,20011,187,119
1611,86757,1,119
1612,05861,8,119
1613,13688,79,119
1614,68425,42,119
1615,73226,79,119
1616,68861,14,119
1617,76616,75,119
1618,20517,160,119
1619,44090,130,119
1620,23079,19,119
1621,13490,10,119
1622,23580,136,119
1623,47798,51,119
1624,13244,2,119
1625,18756,107,119
1626,86760,55,119
1627,19701,147,119
1628,73622,59,119
1629,23807,8,119
1630,52260,10,119
1631,18860,191,119
1632,27150,29,119
1633,54344,49,119
1634,70204,162,119
1635,86001,100,119
1636,76834,295,119
1637,41306,55,119
1638,54051,33,119
1639,05147,153,119
1640,50270,119,119
1641,44001,161,119
1642,50270,110,119
1643,52435,38,119
1644,05138,57,119
1645,20228,174,119
1646,20550,226,119
1647,68444,29,119
1648,25885,152,119
1649,50689,94,119
1650,05134,28,119
1651,85162,64,119
1652,05895,120,119
1653,73547,9,119
1654,52385,30,119
1655,52696,173,119
1656,44650,45,119
1657,76828,107,119
1658,17513,21,119
1659,19532,119,119
1660,23068,54,119
1661,85125,78,119
1662,76001,151,119
1663,73547,17,119
1664,19110,110,119
1665,66594,187,119
1666,73483,113,119
1667,68655,2,119
1668,54720,133,119
1669,41359,35,119
1670,73067,543,119
1671,41006,52,119
1672,54820,25,119
1673,76001,33,119
1674,05234,246,119
1675,19100,130,119
1676,54128,42,119
1677,52696,242,119
1678,68077,7,119
1679,68745,125,119
1680,19517,57,119
1681,18205,119,119
1682,50573,105,119
1683,86755,1,119
1684,11001,199,119
1685,41530,15,119
1686,23672,3,119
1687,52036,15,119
1688,20032,46,119
1689,68689,134,119
1690,19693,48,119
1691,13654,360,119
1692,41396,47,119
1693,05101,25,119
1694,11001,1,119
1695,19698,116,119
1696,19821,42,119
1697,76111,135,119
1698,47555,87,119
1699,27006,60,119
1700,05154,3,119
1701,23001,412,119
1702,13468,14,119
1703,19001,67,119
1704,73408,114,119
1705,27615,10,119
1706,52258,624,119
1707,76616,54,119
1708,52250,42,119
1709,52207,12,119
1710,85410,94,119
1711,95001,356,119
1712,81001,89,119
1713,52540,4,119
1714,76250,75,119
1715,20443,51,119
1716,76892,6,119
1717,85430,38,119
1718,76100,165,119
1719,73236,73,119
1720,13657,438,119
1721,17662,394,119
1722,27099,51,119
1723,81065,157,119
1724,70221,6,119
1725,50590,325,119
1726,41298,53,119
1727,25394,395,119
1728,18094,117,119
1729,13600,29,119
1730,23466,105,119
1731,76248,15,119
1732,20032,49,119
1733,88001,1,119
1734,19473,1,119
1735,97001,33,119
1736,13140,98,119
1737,18150,1,119
1738,68655,209,119
1739,41001,80,119
1740,86760,64,119
1741,52233,101,119
1742,52227,24,119
1743,15550,8,119
1744,18029,26,119
1745,50370,2,119
1746,17877,7,119
1747,25662,26,119
1748,70233,18,119
1749,81220,41,119
1750,66001,33,119
1751,68217,5,119
1752,52621,60,119
1753,41551,53,119
1754,73067,716,119
1755,13212,204,119
1756,05649,709,119
1757,52378,18,119
1758,63548,7,119
1759,15047,23,119
1760,73675,131,119
1761,52693,32,119
1762,95025,151,119
1763,73563,86,119
1764,99524,56,119
1765,23350,9,119
1766,54670,35,119
1767,68615,168,119
1768,50370,175,119
1769,70418,40,119
1770,66594,128,119
1771,76001,2,119
1772,18460,1,119
1773,41615,15,119
1774,15667,10,119
1775,85230,48,119
1776,44430,32,119
1777,85139,71,119
1778,94343,27,119
1779,86571,616,119
1780,85010,73,119
1781,50251,232,119
1782,50370,327,119
1783,23090,60,119
1784,05001,677,119
1785,86573,287,119
1786,13300,34,119
1787,41020,156,119
1788,47288,165,119
1789,23580,88,119
1790,70110,21,119
1791,20570,96,119
1792,52399,190,119
1793,85001,92,119
1794,19256,493,119
1795,23682,197,119
1796,94343,27,119
1797,19585,23,119
1798,54001,316,119
1799,05031,47,119
1800,05212,12,119
1801,18592,222,119
1802,05051,318,119
1803,18756,157,119
1804,20238,382,119
1805,99773,589,119
1806,20228,218,119
1807,47555,167,119
1808,13894,105,119
1809,68573,69,119
1810,52835,857,119
1811,73504,157,119
1812,41206,78,119
1813,70508,702,119
1814,70235,80,119
1815,05667,142,119
1816,76109,399,119
1817,47745,256,119
1818,18001,256,119
1819,73616,458,119
1820,05154,276,119
1821,19318,53,119
1822,19300,7,119
1823,73411,230,119
1824,52250,73,119
1825,19450,94,119
1826,86568,517,119
1827,47030,21,119
1828,27615,482,119
1829,81300,32,119
1830,73352,55,119
1831,73504,119,119
1832,05040,78,119
1833,13160,49,119
1834,20013,262,119
1835,91530,6,119
1836,05055,216,119
1837,20621,114,119
1838,52540,277,119
1839,73352,76,119
1840,97161,31,119
1841,15514,47,119
1842,19533,207,119
1843,52405,68,119
1844,13894,249,119
1845,05837,979,119
1846,73168,189,119
1847,70713,221,119
1848,20570,139,119
1849,68406,71,119
1850,15223,15,119
1851,05667,107,119
1852,86568,511,119
1853,05847,122,119
1854,99624,31,119
1855,05001,415,119
1856,19473,202,119
1857,50711,376,119
1858,19130,511,119
1859,73055,41,119
1860,23570,102,119
1861,76109,513,119
1862,05607,11,119
1863,20178,173,119
1864,68190,174,119
1865,54250,57,119
1866,47245,25,119
1867,68377,8,119
1868,95025,109,119
1869,05313,586,119
1870,19532,167,119
1871,19780,78,119
1872,19137,27,119
1873,23068,84,119
1874,76126,71,119
1875,20400,265,119
1876,68720,11,119
1877,19585,61,119
1878,68132,3,119
1879,15183,8,119
1880,97161,27,119
1881,05361,195,119
1882,50568,254,119
1883,50350,364,119
1884,47980,355,119
1885,52612,46,119
1886,18410,212,119
1887,73616,316,119
1888,18001,358,119
1889,52788,115,119
1890,41132,34,119
1891,50001,202,119
1892,76233,119,119
1893,19318,44,119
1894,20175,122,119
1895,41078,81,119
1896,73168,331,119
1897,20710,256,119
1898,05895,114,119
1899,99001,52,119
1900,19473,260,119
1901,52079,140,119
1902,50251,274,119
1903,05490,290,119
1904,73026,34,119
1905,70204,76,119
1906,70713,122,119
1907,54553,7,119
1908,73555,163,119
1909,19397,139,119
1910,47001,334,119
1911,52540,260,119
1912,73624,107,119
1913,05113,11,119
1914,66572,109,119
1915,23855,698,119
1916,47745,244,119
1917,54720,188,119
1918,81065,253,119
1919,54810,719,119
1920,05890,61,119
1921,19130,455,119
1922,18150,684,119
1923,50606,13,119
1924,05756,258,119
1925,52258,557,119
1926,19701,251,119
1927,47170,303,119
1928,27615,881,119
1929,86757,444,119
1930,05665,213,119
1931,17001,31,119
1932,73624,154,119
1933,50330,212,119
1934,68575,167,119
1935,47001,292,119
1936,76233,180,119
1937,86571,919,119
1938,19256,398,119
1939,13442,287,119
1940,23001,867,119
1941,13244,1729,119
1942,99773,424,119
1943,05154,205,119
1944,68235,207,119
1945,41001,152,119
1946,05790,327,119
1947,11001,172,119
1948,86569,3,119
1949,27006,108,119
1950,99524,90,119
1951,50711,515,119
1952,85010,76,119
1953,27660,115,119
1954,47980,158,119
1955,05756,234,119
1956,05093,30,119
1957,52405,84,119
1958,27491,24,119
1959,05120,578,119
1960,76834,223,119
1961,19807,80,119
1962,18460,129,119
1963,66001,30,119
1964,47798,132,119
1965,52480,4,119
1966,05004,14,119
1967,19533,260,119
1968,68573,114,119
1969,47288,251,119
1970,70235,59,119
1971,05045,393,119
1972,52356,118,119
1973,23419,12,119
1974,13433,31,119
1975,68745,151,119
1976,81794,238,119
1977,20443,19,119
1978,54001,358,119
1979,47245,26,119
1980,27099,20,119
1981,86320,1,119
1982,23574,14,119
1983,63594,1,119
1984,13670,147,119
1985,19450,114,119
1986,05197,155,119
1987,19809,49,119
1988,70508,257,119
1989,23466,187,119
1990,23162,12,119
1991,19050,212,119
1992,94001,16,119
1993,70001,28,119
1994,20238,266,119
1995,17541,158,119
1996,86885,306,119
1997,54810,13,119
1998,81300,39,119
1999,23574,21,119
2000,13838,15,119
2001,86757,488,119
2002,70523,11,119
2003,08758,11,119
2004,47189,567,119
2005,50683,132,119
2006,23570,212,119
2007,05480,284,119
2008,47058,41,119
2009,13473,125,119
2010,05649,961,119
2011,52418,246,119
2012,05051,221,119
2013,19022,63,119
2014,50590,400,119
2015,76100,144,119
2016,68255,90,119
2017,97001,39,119
2018,47551,388,119
2019,18150,419,119
2020,91669,12,119
2021,20001,734,119
2022,05647,33,119
2023,86573,271,119
2024,05674,11,119
2025,52835,868,119
2026,54810,959,119
2027,23807,706,119
2028,76364,159,119
2029,73622,101,119
2030,18410,332,119
2031,05467,266,119
2032,94884,1,119
2033,76001,176,119
2034,47660,332,119
2035,41078,139,119
2036,18610,153,119
2037,70717,79,119
2038,05652,106,119
2039,08758,18,119
2040,86320,579,119
2041,20045,249,119
2042,76828,210,119
2043,52001,185,119
2044,13490,27,119
2045,05495,169,119
2046,25394,387,119
2047,81001,74,119
2048,19110,88,119
2049,05197,142,119
2050,52520,27,119
2051,19397,195,119
2052,68001,46,119
2053,05887,46,119
2054,19001,401,119
2055,52490,62,119
2056,76736,30,119
2057,23419,28,119
2058,73001,206,119
2059,20400,344,119
2060,20060,39,119
2061,20013,373,119
2062,20001,489,119
2063,68169,15,119
2064,13654,715,119
2065,05315,4,119
2066,68655,303,119
2067,05604,111,119
2068,23807,468,119
2069,50325,841,119
2070,94343,13,119
2071,27150,80,119
2072,68167,7,119
2073,05495,229,119
2074,68547,10,119
2075,19693,27,119
2076,76364,131,119
2077,47460,20,119
2078,91536,1,119
2079,52356,136,119
2080,50001,124,119
2081,86569,331,119
2082,73443,35,119
2083,05585,36,119
2084,05837,1526,119
2085,52256,223,119
2086,99001,32,119
2087,44874,56,119
2088,05790,302,119
2089,05490,483,119
2090,52233,115,119
2091,52788,66,119
2092,20621,129,119
2093,73449,9,119
2094,18753,397,119
2095,41020,101,119
2096,85001,86,119
2097,19075,75,119
2098,68101,47,119
2099,85250,57,119
2100,86320,631,119
2101,68689,228,119
2102,73483,162,119
2103,05107,53,119
2104,95200,425,119
2105,05893,171,119
2106,54250,136,119
2107,19075,90,119
2108,13244,793,119
2109,23555,15,119
2110,18592,384,119
2111,81736,100,119
2112,05045,386,119
2113,05890,72,119
2114,25530,16,119
2115,54174,20,119
2116,52001,227,119
2117,73675,141,119
2118,05647,33,119
2119,15442,3,119
2120,68190,214,119
2121,73152,32,119
2122,95200,364,119
2123,41016,24,119
2124,68081,385,119
2125,17662,704,119
2126,18753,646,119
2127,86571,2,119
2128,25878,81,119
2129,68385,82,119
2130,54003,113,119
2131,19050,249,119
2132,44090,183,119
2133,41132,22,119
2134,05819,12,119
2135,05659,19,119
2136,50325,568,119
2137,05847,88,119
2138,86885,389,119
2139,20045,306,119
2140,05361,158,119
2141,19517,103,119
2142,19392,51,119
2143,85125,68,119
2144,86569,432,119
2145,68081,398,119
2146,05697,12,119
2147,68001,30,119
2148,13744,102,119
2149,86001,103,119
2150,52019,96,119
2151,70230,59,119
2152,86865,1083,119
2153,23855,327,119
2154,05893,96,119
2155,25845,1,119
2156,95001,515,119
2157,13670,188,119
2158,47551,379,119
2159,05172,272,119
2160,52687,12,119
